spearman,pearson,rmse_ic50
0.5024445635502027,0.4388265038686936,0.76859052253157
0.5445656646861479,0.4732167835928339,0.6451676126096613
0.4520496746911255,0.4233194247228281,1.0708587858095846
0.4445280494882781,0.3374810091542553,0.7472061331212938
0.5204964640370363,0.4372527174692959,0.7114130926830108
0.5280180892398837,0.4721900845613983,0.7671353663926266
0.4663407625765354,0.4277397856758847,0.770930668342058
0.50996618875305,0.4417742179843712,0.6502656546701127
0.4796992481203007,0.3772117447694463,0.929464241429624
0.5167356514356126,0.4431521454252589,1.3721513831368877
0.4872180451127819,0.4279227680466506,0.7228074081178384
