prediction_ic50_CDK2,prediction_G_CDK2,label_ic50_CDK2,prediction_ic50_PTP1B,prediction_G_PTP1B,label_ic50_PTP1B,prediction_ic50_Bace,prediction_G_Bace,label_ic50_Bace,prediction_ic50_Tyk2,prediction_G_Tyk2,label_ic50_Tyk2,prediction_ic50_MCL1,prediction_G_MCL1,label_ic50_MCL1,prediction_ic50_Thrombin,prediction_G_Thrombin,label_ic50_Thrombin,prediction_ic50_Jnk1,prediction_G_Jnk1,label_ic50_Jnk1,prediction_ic50_p38,prediction_G_p38,label_ic50_p38,prediction_ic50_cmet,prediction_G_cmet,label_ic50_cmet,prediction_ic50_cdk8,prediction_G_cdk8,label_ic50_cdk8,prediction_ic50_syk,prediction_G_syk,label_ic50_syk,prediction_ic50_shp2,prediction_G_shp2,label_ic50_shp2,prediction_ic50_eg5,prediction_G_eg5,label_ic50_eg5,prediction_ic50_hif2a,prediction_G_hif2a,label_ic50_hif2a,prediction_ic50_pfkfb3,prediction_G_pfkfb3,label_ic50_pfkfb3,prediction_ic50_tnks2,prediction_G_tnks2,label_ic50_tnks2
-0.40372687578201294,0.5486575723442519,-1.258294776899703,1.0642774105072021,-1.4463338840612394,1.5894249813469914,-0.35459083318710327,0.48188257305170296,0.235470367606962,-0.7177549004554749,0.9754160172252666,0.5739590210419685,-0.6793113946914673,0.9231719834238826,-0.3090548574841367,-0.6366227269172668,0.8651588507033123,-1.2509363279119832,0.9726516604423523,-1.321816135527835,1.1037673481576338,0.6091373562812805,-0.8278067257081348,2.4650804108853785,-0.4813176393508911,0.654102026329582,-2.5600000000000005,-0.05776014178991318,0.07849499519032371,-0.2999999999999989,0.13713069260120392,-0.1863581480691072,-0.6699999999999999,1.2724323272705078,-1.7292126770116971,1.0,-1.775939702987671,2.413470156485427,-0.3999999999999986,0.6199262738227844,-0.8424686708537932,-0.3899999999999997,0.7274455428123474,-0.9885854261225056,1.7599999999999998,0.4608580470085144,-0.6262978078366263,-0.5400000000000009
-0.6637412905693054,0.902012491595984,-0.1545274287420701,1.076355218887329,-1.4627474087052057,1.6850848181873186,-0.5241970419883728,0.712374364303324,-0.7284864497840369,-0.9536797404289246,1.2960336370079772,-0.8535800825752355,-0.9571446776390076,1.3007424244384078,0.1030182858280461,-0.0580248162150383,0.0788546829799203,-0.7211280007963206,0.5310739874839783,-0.7217200097064301,0.6254681639559916,-0.32458215951919556,0.44110132456034695,0.5298083271156635,-0.29195332527160645,0.39675932490518595,-1.7000000000000002,0.9805721640586853,-1.3325799576723572,2.8000000000000007,0.699200451374054,-0.9502008542032884,-0.1600000000000001,-0.8490117788314819,1.1537917572692573,0.0199999999999995,-1.2555553913116455,1.706277224191364,0.580000000000001,0.526216447353363,-0.7151186999212795,0.2000000000000001,0.5534507632255554,-0.7521296460019699,0.9299999999999996,0.5245340466499329,-0.7128323475850218,-0.3700000000000001
-0.11661308258771896,0.15847508460324344,-0.198678122668376,0.3482300639152527,-0.47323840186499266,0.7358448987717559,0.20702047646045685,-0.28133710895598757,0.235470367606962,-0.5684024095535278,0.7724486647964591,-0.8830138785261061,-1.1578290462493896,1.5734688766369038,-0.5077329801525101,-0.3585168421268463,0.48721794868085555,-1.0375413072681745,-0.49355441331863403,0.6707315823517384,0.9492399194155654,-0.12907199561595917,0.17540652361849812,0.640185061931426,-0.20512215793132782,0.2787573281729751,0.2999999999999998,0.2042364627122879,-0.2775536842793799,0.25,-0.01787351630628109,0.024289787611648763,-0.9499999999999992,-0.6515030860900879,0.8853809915344287,0.0899999999999998,-1.155924916267395,1.570881198193834,0.1500000000000003,0.3459697365760803,-0.4701666576116246,-0.5699999999999994,1.124011754989624,-1.5275117852495583,1.38,0.367392361164093,-0.4992796196281726,0.1499999999999994
-0.08807676285505295,0.1196947386630897,1.839612246929387,0.4744948744773865,-0.6448300114187048,1.6850848181873186,0.6525315046310425,-0.886778593858874,0.4782991842016422,0.20091696083545685,-0.27304254085449253,0.4194315922998992,-1.217594861984253,1.6546895466919957,-0.8462216335875183,-0.5435684323310852,0.7386997358252934,-1.0522582052436098,0.5518262982368469,-0.7499220272613629,0.4267900412876182,0.5938976407051086,-0.8070962259797146,1.0816920011944795,0.11158698052167892,-0.15164470217560222,-1.96,-0.038110069930553436,0.051790900492978,0.91,0.4038568139076233,-0.5488341559229752,0.8600000000000003,0.30416709184646606,-0.41335761429367857,-0.1200000000000001,-1.1515555381774902,1.5649432918535195,0.6000000000000005,0.9772048592567444,-1.3280038509308938,-0.2099999999999999,0.8258447051048279,-1.1223081202075291,1.8200000000000005,0.272582471370697,-0.37043468239799116,1.3699999999999992
0.01669914461672306,-0.02269383757989852,0.6033928169928373,0.8289350867271423,-1.1265078933220438,1.3981053076663352,0.6892685890197754,-0.936703631662429,0.743203347759473,-0.02347221039235592,0.031898312309475645,1.7365939611013426,-0.5282562971115112,0.7178908191023095,-0.1030182858280444,0.5274311900138855,-0.716769513377417,-0.0735844898771755,-0.4268872141838074,0.5801320562204775,0.2281119186192457,0.25546544790267944,-0.34717295496522826,0.9418814704278456,0.3719028830528259,-0.5054093378558341,-1.0200000000000005,0.39966124296188354,-0.5431324503696134,0.5800000000000001,0.16961415112018585,-0.23050258472036636,1.2199999999999998,0.15794141590595245,-0.2146395472328236,-0.5600000000000005,0.19616635143756866,-0.2665865480144012,-0.0999999999999996,0.16794396936893463,-0.22823283772063988,-0.6899999999999995,0.3189086318016052,-0.4333911023014709,0.8200000000000003,0.02505309320986271,-0.03404670366225326,-0.4600000000000008
0.1834157258272171,-0.24925867683987182,1.236219429936547,-0.20670132339000702,0.2809033856659537,-1.074333552206765,0.983917772769928,-1.3371265798162724,1.390746858678618,-0.13547305762767792,0.18410545191494093,1.1184842461330682,0.14965994656085968,-0.20338517914667412,1.4201806546294875,0.08878029137849808,-0.12065082128949567,-0.5666005720542522,0.3765968680381775,-0.51178837913639,0.60339281699284,-0.16488848626613617,0.2240804910672914,0.8609385315629536,-0.6612750887870789,0.8986609676724737,-3.3200000000000003,2.089512348175049,-2.8396097488244942,2.3200000000000003,-0.03254251927137375,0.044224699152895564,0.2900000000000009,0.13529063761234283,-0.1838575463907747,0.1399999999999996,-1.3073080778121948,1.7766081955508624,1.0600000000000005,0.5022680759429932,-0.6825732933412467,0.4300000000000006,0.38645118474960327,-0.5251802185415068,-0.2299999999999995,-0.3852129578590393,0.5234974904385725,-0.4000000000000003
0.5224276185035706,-0.7099697495703066,1.0007490623295858,0.9636666178703308,-1.3096056240640483,1.4201806546294875,-0.10993807762861252,0.1494038727619327,0.3458471024227254,-0.5704554915428162,0.7752387663419279,0.0588675919017411,-0.5207784175872803,0.707728515148429,-0.0809429388648927,0.16451342403888702,-0.22357078823742169,-0.279621061533267,0.12208086997270584,-0.16590570944567076,0.3826393473613132,0.029405662789940834,-0.0399617675396319,0.8462216335875192,-0.6794349551200867,0.923339899826953,-3.3200000000000003,1.4994903802871704,-2.0377804925875873,1.6300000000000008,0.7970091700553894,-1.0831211460264623,0.8399999999999999,0.48768895864486694,-0.6627605348068584,1.67,-2.0944409370422363,2.8463076125664517,0.1500000000000003,0.7749756574630737,-1.0531779981849902,-0.3099999999999996,0.7300044894218445,-0.9920629886003706,2.34,-0.5741885900497437,0.7803119801579896,-1.3000000000000007
0.05070728808641434,-0.06891029369239775,-0.1471689797543529,1.0587644577026367,-1.4388418802248772,1.7660277570522125,0.29526281356811523,-0.40125686005428174,0.883013878526107,-0.2276499718427658,0.30937222262837,-0.551883674078816,-0.00025554647436365485,0.00034728306847033833,2.2296100432784183,-0.09790759533643723,0.13305466342140976,-0.7947124906734961,0.47534722089767456,-0.6459883348938159,1.3833884096909008,-0.2816872000694275,0.3828078451581431,0.2869795105209842,-0.3181762099266052,0.4323957541292915,-1.0200000000000005,0.10305310040712357,-0.14004731238761858,0.0,0.6993946433067322,-0.9504647575516739,0.3399999999999998,0.2151169329881668,-0.29234004794656043,0.7000000000000002,-1.718288540840149,2.335123262671593,0.450000000000001,1.4704174995422363,-1.998270969869605,0.1200000000000001,0.5753673911094666,-0.7819139496242324,0.71,-0.6257830262184143,0.8504278921589972,0.0999999999999996
0.19224674999713898,-0.26125988006172235,1.2582947768997004,1.1255145072937012,-1.5295539986379847,1.9279136347819976,-0.14931540191173553,0.20291694915731187,-0.5371667761033807,-0.26681071519851685,0.36259096943373176,1.4937651445066615,-0.05795197933912277,0.07875569897386532,1.427539103617205,-0.08812474459409714,0.11975994498459072,-0.5445252250910988,0.5432161688804626,-0.7382210161233418,0.971315266378718,0.9278778433799744,-1.2609693223786067,1.7218770631259064,-0.3814200758934021,0.5183430319759698,-0.7200000000000006,1.0716413259506226,-1.45634131287635,0.4800000000000004,0.16496498882770538,-0.22418445667430573,1.46,0.7493627667427063,-1.0183705397611844,1.3499999999999996,0.5948224663734436,-0.8083530474510309,1.3800000000000008,0.5564436316490173,-0.7561969004308006,-0.2199999999999997,0.15757329761981964,-0.21413928109420222,0.1100000000000003,-0.13348887860774994,0.18140898826718052,-0.33
-0.40851521492004395,0.5551648392234864,0.3384886534350064,1.2749433517456055,-1.7326251141697029,2.39885436999592,0.054913826286792755,-0.07462690354781677,0.0809429388648936,-0.6639531254768372,0.9023003714302879,-1.412822205641768,0.4760667681694031,-0.6469661867114062,1.611500328310144,0.22519023716449738,-0.3060294873829751,-0.6181097149682744,0.4555746912956238,-0.6191178223237697,1.11112579714535,0.30516916513442993,-0.4147194138925294,1.1773518380348076,-0.417591392993927,0.5674992021973042,-1.7200000000000006,-0.011777869425714016,0.016005912992497737,0.0,-0.10629687458276749,0.14445554322683254,-0.1799999999999997,-0.1925627440214157,0.2616893102647505,-0.0600000000000005,-1.8701752424240112,2.541534561896995,1.1100000000000003,1.4339590072631836,-1.9487245337389638,0.0899999999999998,0.7073876261711121,-0.9613270776924012,1.7999999999999998,-0.1255125254392624,0.17056926758446406,-0.4000000000000003
