Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,H:214(SER),3498( O  ),_:900(UNK),31(    ),2.134
HAccep cn,1,,H:216(GLY),3533( O  ),_:900(UNK),35(    ),2.118
HDonor nn,1,,H:216(GLY),3534( H  ),_:900(UNK),4(    ),2.068
PiEdge,1,,H:215(TRP),3511( CG ),_:900(UNK),15(    ),5.133
HPhob,1,,H:60A(TYR),720( CE1),_:900(UNK),10(    ),3.852
HPhob,1,,H:60A(TYR),721( CE2),_:900(UNK),10(    ),3.790
HPhob,1,,H:60D(TRP),773( CZ3),_:900(UNK),7(    ),3.966
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),7(    ),3.677
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),10(    ),3.773
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),19(    ),3.943
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),21(    ),3.939
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),7(    ),3.909
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),10(    ),4.023
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),15(    ),4.004
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),17(    ),3.951
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),22(    ),3.900
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),24(    ),3.682
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),48(    ),3.490
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),24(    ),3.639
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),26(    ),3.288
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),48(    ),3.422
HPhob,1,,H:215(TRP),3510( CB ),_:900(UNK),17(    ),3.628
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),17(    ),3.510
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),19(    ),4.017
HPhob,1,,H:215(TRP),3513( CD2),_:900(UNK),17(    ),3.628
HPhob,1,,H:215(TRP),3516( CE3),_:900(UNK),17(    ),3.899
