Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,H:214(SER),3498( O  ),_:900(UNK),31(    ),2.136
HAccep cn,1,,H:216(GLY),3533( O  ),_:900(UNK),35(    ),2.136
HDonor nn,1,,H:216(GLY),3534( H  ),_:900(UNK),4(    ),2.158
PiEdge,1,,H:215(TRP),3513( CD2),_:900(UNK),15(    ),5.496
PiEdge,1,,H:215(TRP),3511( CG ),_:900(UNK),15(    ),5.129
HPhob,1,,H:60A(TYR),720( CE1),_:900(UNK),10(    ),3.697
HPhob,1,,H:60A(TYR),721( CE2),_:900(UNK),10(    ),3.652
HPhob,1,,H:60D(TRP),773( CZ3),_:900(UNK),7(    ),3.924
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),7(    ),3.646
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),10(    ),3.834
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),19(    ),3.944
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),21(    ),3.934
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),7(    ),3.895
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),10(    ),4.053
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),15(    ),3.988
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),17(    ),3.941
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),52(    ),3.426
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),26(    ),3.925
HPhob,1,,H:215(TRP),3510( CB ),_:900(UNK),17(    ),3.638
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),17(    ),3.514
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),19(    ),4.013
HPhob,1,,H:215(TRP),3513( CD2),_:900(UNK),17(    ),3.629
HPhob,1,,H:215(TRP),3516( CE3),_:900(UNK),17(    ),3.901
HPhob,1,,H:220(CYS),3564( SG ),_:900(UNK),20(    ),3.953
