Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,H:214(SER),3498( O  ),_:900(UNK),31(    ),2.095
HAccep cn,1,,H:216(GLY),3533( O  ),_:900(UNK),35(    ),2.135
HDonor nn,1,,H:216(GLY),3534( H  ),_:900(UNK),4(    ),2.089
PiEdge,1,,H:215(TRP),3511( CG ),_:900(UNK),15(    ),5.131
HPhob,1,,H:60A(TYR),720( CE1),_:900(UNK),10(    ),3.823
HPhob,1,,H:60A(TYR),721( CE2),_:900(UNK),10(    ),3.758
HPhob,1,,H:60D(TRP),773( CZ3),_:900(UNK),7(    ),3.950
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),7(    ),3.654
HPhob,1,,H:60D(TRP),774( CH2),_:900(UNK),10(    ),3.778
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),19(    ),3.929
HPhob,1,,H:99(LEU),1589( CD1),_:900(UNK),21(    ),3.925
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),7(    ),3.920
HPhob,1,,H:99(LEU),1590( CD2),_:900(UNK),10(    ),4.042
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),15(    ),3.985
HPhob,1,,H:174(ILE),2794( CD1),_:900(UNK),17(    ),3.950
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),22(    ),4.015
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),24(    ),3.726
HPhob,1,,H:190(ALA),3113( CB ),_:900(UNK),49(    ),3.434
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),24(    ),3.700
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),26(    ),3.307
HPhob,1,,H:213(VAL),3484( CG1),_:900(UNK),49(    ),3.493
HPhob,1,,H:215(TRP),3510( CB ),_:900(UNK),17(    ),3.635
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),17(    ),3.514
HPhob,1,,H:215(TRP),3511( CG ),_:900(UNK),19(    ),4.015
HPhob,1,,H:215(TRP),3513( CD2),_:900(UNK),17(    ),3.632
HPhob,1,,H:215(TRP),3516( CE3),_:900(UNK),17(    ),3.906
