Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:93(ASP),534( OD1),_:900(UNK),44(    ),1.555
HAccep cc,1,,A:93(ASP),535( OD2),_:900(UNK),30(    ),1.608
HAccep nn,1,,A:289(ASP),3584( OD1),_:900(UNK),29(    ),1.571
Salt,1,,A:93(ASP),535( OD2),_:900(UNK),5(    ),2.618
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),11(    ),4.072
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),19(    ),4.034
HPhob,1,,A:132(TYR),1152( CD1),_:900(UNK),23(    ),3.999
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),8(    ),3.894
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),9(    ),3.483
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),8(    ),3.626
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),9(    ),3.476
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),13(    ),3.164
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),14(    ),2.933
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),15(    ),4.018
HPhob,1,,A:176(TRP),1813( CZ2),_:900(UNK),10(    ),4.087
HPhob,1,,A:176(TRP),1815( CH2),_:900(UNK),10(    ),3.796
