Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:93(ASP),534( OD1),_:900(UNK),30(    ),1.498
HAccep cc,1,,A:93(ASP),535( OD2),_:900(UNK),31(    ),1.804
HAccep nn,1,,A:289(ASP),3584( OD1),_:900(UNK),45(    ),1.591
Salt,1,,A:93(ASP),535( OD2),_:900(UNK),5(    ),2.806
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),17(    ),4.041
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),19(    ),3.830
HPhob,1,,A:130(VAL),1121( CG1),_:900(UNK),10(    ),3.660
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),14(    ),4.094
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),15(    ),3.680
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),14(    ),4.019
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),15(    ),3.826
HPhob,1,,A:176(TRP),1815( CH2),_:900(UNK),16(    ),3.949
HPhob,1,,A:179(ILE),1855( CD1),_:900(UNK),11(    ),3.952
HPhob,1,,A:179(ILE),1855( CD1),_:900(UNK),12(    ),3.919
