Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:93(ASP),534( OD1),_:900(UNK),26(    ),1.499
HAccep cc,1,,A:93(ASP),535( OD2),_:900(UNK),27(    ),1.659
HAccep nn,1,,A:289(ASP),3584( OD1),_:900(UNK),39(    ),1.642
Salt,1,,A:93(ASP),535( OD2),_:900(UNK),5(    ),2.671
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),12(    ),4.012
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),19(    ),3.948
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),9(    ),3.889
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),10(    ),3.510
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),9(    ),3.644
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),10(    ),3.510
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),14(    ),3.126
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),15(    ),2.950
HPhob,1,,A:176(TRP),1813( CZ2),_:900(UNK),11(    ),4.029
HPhob,1,,A:176(TRP),1815( CH2),_:900(UNK),11(    ),3.753
