Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:93(ASP),534( OD1),_:900(UNK),50(    ),1.517
HAccep cc,1,,A:93(ASP),535( OD2),_:900(UNK),43(    ),1.692
HAccep nn,1,,A:289(ASP),3584( OD1),_:900(UNK),44(    ),1.548
Salt,1,,A:93(ASP),535( OD2),_:900(UNK),20(    ),2.706
PiEdge,1,,A:132(TYR),1151( CG ),_:900(UNK),14(    ),5.483
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),7(    ),3.963
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),8(    ),4.078
HPhob,1,,A:91(LEU),500( CD2),_:900(UNK),28(    ),3.733
HPhob,1,,A:130(VAL),1121( CG1),_:900(UNK),17(    ),3.673
HPhob,1,,A:130(VAL),1121( CG1),_:900(UNK),18(    ),3.986
HPhob,1,,A:132(TYR),1152( CD1),_:900(UNK),18(    ),3.961
HPhob,1,,A:132(TYR),1152( CD1),_:900(UNK),19(    ),4.076
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),10(    ),3.358
HPhob,1,,A:169(PHE),1703( CD1),_:900(UNK),11(    ),3.920
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),10(    ),3.370
HPhob,1,,A:169(PHE),1705( CE1),_:900(UNK),11(    ),3.684
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),5(    ),2.953
HPhob,1,,A:171(ILE),1744( CD1),_:900(UNK),6(    ),3.228
HPhob,1,,A:176(TRP),1815( CH2),_:900(UNK),9(    ),3.942
HPhob,1,,A:179(ILE),1855( CD1),_:900(UNK),15(    ),3.734
HPhob,1,,A:179(ILE),1855( CD1),_:900(UNK),16(    ),3.722
