Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HDonor nc,1,,A:55(LYS),742(2HZ ),_:900(UNK),12(    ),2.981
HAccep nn,1,,A:109(GLU),1647( O  ),_:900(UNK),36(    ),2.202
HDonor nn,1,,A:111(MET),1686( H  ),_:900(UNK),15(    ),1.777
HPhob,1,,A:32(ILE),403( CB ),_:900(UNK),21(    ),3.586
HPhob,1,,A:32(ILE),405( CG2),_:900(UNK),21(    ),3.604
HPhob,1,,A:40(VAL),501( CG1),_:900(UNK),1(    ),3.763
HPhob,1,,A:40(VAL),502( CG2),_:900(UNK),10(    ),4.016
HPhob,1,,A:53(ALA),697( CB ),_:900(UNK),7(    ),3.804
HPhob,1,,A:110(LEU),1666( CD2),_:900(UNK),27(    ),3.326
HPhob,1,,A:158(VAL),2445( CG1),_:900(UNK),16(    ),3.968
HPhob,1,,A:168(LEU),2607( CG ),_:900(UNK),10(    ),3.961
HPhob,1,,A:168(LEU),2608( CD1),_:900(UNK),10(    ),3.638
HPhob,1,,A:168(LEU),2609( CD2),_:900(UNK),10(    ),3.553
