Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:90(ALA),1436( O  ),_:900(UNK),34(    ),2.720
HDonor nn,1,,A:90(ALA),1438( HN ),_:900(UNK),16(    ),2.108
HDonor nc,1,,A:97(LYS),1550( HZ1),_:900(UNK),2(    ),2.448
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),18(    ),4.037
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),19(    ),3.758
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),20(    ),3.789
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),21(    ),4.089
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),18(    ),3.862
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),19(    ),3.944
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),20(    ),3.821
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),21(    ),3.583
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),26(    ),3.661
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),18(    ),3.569
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),19(    ),3.512
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),20(    ),4.095
HPhob,1,,A:89(MET),1422( SD ),_:900(UNK),6(    ),3.924
