Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:90(ALA),1436( O  ),_:900(UNK),38(    ),2.759
HDonor nn,1,,A:90(ALA),1438( HN ),_:900(UNK),14(    ),2.125
HDonor nc,1,,A:97(LYS),1550( HZ1),_:900(UNK),2(    ),2.388
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),16(    ),4.044
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),17(    ),3.761
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),18(    ),3.794
HPhob,1,,A:24(VAL),359( CB ),_:900(UNK),19(    ),4.094
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),16(    ),3.865
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),17(    ),3.944
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),18(    ),3.827
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),19(    ),3.590
HPhob,1,,A:24(VAL),360( CG1),_:900(UNK),24(    ),3.674
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),16(    ),3.582
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),17(    ),3.521
HPhob,1,,A:24(VAL),361( CG2),_:900(UNK),18(    ),4.102
HPhob,1,,A:89(MET),1422( SD ),_:900(UNK),25(    ),3.918
