spearman,pearson,rmse_ic50
0.806060606060606,0.8253511004397819,0.3215567786614282
0.8787878787878788,0.8385338222836074,0.2472077419257113
0.806060606060606,0.8384382010856071,0.4128831268187172
0.9151515151515152,0.8687939236792136,0.4062575133161094
0.806060606060606,0.7944465389515141,0.2626369341036032
0.8666666666666667,0.889920307502326,0.4943368241519373
0.7818181818181819,0.8007817168762851,0.443962231110545
0.8424242424242424,0.8255187695837661,0.3820255117910342
0.8424242424242424,0.8536208148205671,0.2187594042624464
0.806060606060606,0.8400531913163235,0.3139273680542901
