Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HDonor nn,1,,A:99(MET),1437( HN ),_:900(UNK),9(    ),1.661
HAccep cn,1,,A:100(LYS),1449( O  ),_:900(UNK),57(    ),2.297
PiFace,1,,A:169(TYR),2514( CG ),_:900(UNK),17(    ),3.416
HPhob,1,,A:31(VAL),417( CG1),_:900(UNK),32(    ),4.004
HPhob,1,,A:47(ALA),635( CB ),_:900(UNK),12(    ),3.073
HPhob,1,,A:47(ALA),635( CB ),_:900(UNK),13(    ),3.641
HPhob,1,,A:79(LEU),1125( CD2),_:900(UNK),13(    ),4.091
HPhob,1,,A:79(LEU),1125( CD2),_:900(UNK),14(    ),3.746
HPhob,1,,A:96(LEU),1379( CB ),_:900(UNK),13(    ),3.954
HPhob,1,,A:96(LEU),1381( CD1),_:900(UNK),14(    ),3.575
HPhob,1,,A:99(MET),1433( CB ),_:900(UNK),12(    ),3.813
HPhob,1,,A:99(MET),1434( CG ),_:900(UNK),12(    ),3.334
HPhob,1,,A:99(MET),1434( CG ),_:900(UNK),13(    ),3.572
HPhob,1,,A:103(ASP),1481( CB ),_:900(UNK),25(    ),3.921
HPhob,1,,A:150(MET),2220( CG ),_:900(UNK),21(    ),4.011
HPhob,1,,A:150(MET),2221( SD ),_:900(UNK),20(    ),3.592
HPhob,1,,A:150(MET),2221( SD ),_:900(UNK),21(    ),3.959
HPhob,1,,A:150(MET),2221( SD ),_:900(UNK),24(    ),4.134
HPhob,1,,A:150(MET),2222( CE ),_:900(UNK),32(    ),3.999
HPhob,1,,A:160(ALA),2392( CB ),_:900(UNK),21(    ),3.839
HPhob,1,,A:169(TYR),2513( CB ),_:900(UNK),24(    ),3.646
HPhob,1,,A:169(TYR),2513( CB ),_:900(UNK),25(    ),3.364
HPhob,1,,A:169(TYR),2514( CG ),_:900(UNK),20(    ),3.749
HPhob,1,,A:169(TYR),2514( CG ),_:900(UNK),24(    ),3.548
HPhob,1,,A:169(TYR),2514( CG ),_:900(UNK),25(    ),3.793
HPhob,1,,A:169(TYR),2515( CD1),_:900(UNK),24(    ),3.605
HPhob,1,,A:169(TYR),2515( CD1),_:900(UNK),31(    ),3.803
HPhob,1,,A:169(TYR),2519( CD2),_:900(UNK),20(    ),3.458
HPhob,1,,A:169(TYR),2519( CD2),_:900(UNK),21(    ),3.710
HPhob,1,,A:169(TYR),2520( CE2),_:900(UNK),20(    ),3.685
HPhob,1,,A:169(TYR),2520( CE2),_:900(UNK),21(    ),3.477
