Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
PiEdge,1,,A:17(PHE),236( CG ),_:900(UNK),12(    ),5.088
HPhob,1,,A:17(PHE),239( CZ ),_:900(UNK),13(    ),3.724
HPhob,1,,A:17(PHE),239( CZ ),_:900(UNK),16(    ),4.106
HPhob,1,,A:17(PHE),241( CE2),_:900(UNK),13(    ),3.910
HPhob,1,,A:40(ALA),589( CB ),_:900(UNK),19(    ),3.493
HPhob,1,,A:44(TYR),658( CE1),_:900(UNK),17(    ),3.862
HPhob,1,,A:44(TYR),658( CE1),_:900(UNK),19(    ),3.408
HPhob,1,,A:52(MET),762( CE ),_:900(UNK),7(    ),3.862
HPhob,1,,A:52(MET),762( CE ),_:900(UNK),8(    ),3.297
HPhob,1,,A:52(MET),762( CE ),_:900(UNK),9(    ),3.855
HPhob,1,,A:70(TYR),1016( CE1),_:900(UNK),17(    ),3.926
HPhob,1,,A:72(MET),1060( SD ),_:900(UNK),16(    ),3.132
HPhob,1,,A:72(MET),1060( SD ),_:900(UNK),17(    ),3.736
HPhob,1,,A:72(MET),1061( CE ),_:900(UNK),16(    ),3.739
HPhob,1,,A:82(LEU),1205( CD1),_:900(UNK),16(    ),3.782
HPhob,1,,A:84(THR),1239( CG2),_:900(UNK),8(    ),3.536
HPhob,1,,A:84(THR),1239( CG2),_:900(UNK),9(    ),3.902
