Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep cn,1,,A:108(GLU),1610( O  ),_:900(UNK),42(    ),2.460
HAccep cn,1,,A:111(PHE),1673( O  ),_:900(UNK),41(    ),2.101
HAccep nn,1,,A:248(GLU),3732( O  ),_:900(UNK),35(    ),1.934
XBond,1,,A:251(THR),3782( O  ),_:900(UNK),20(    ),3.284
PiCat,1,,A:109(ARG),1632( NH2),_:900(UNK),7(    ),2.725
HPhob,1,,A:109(ARG),1627( CG ),_:900(UNK),20(    ),3.604
HPhob,1,,A:217(THR),3226( CG2),_:900(UNK),12(    ),4.050
HPhob,1,,A:251(THR),3785( CG2),_:900(UNK),20(    ),3.686
HPhob,1,,A:252(LEU),3799( CD1),_:900(UNK),19(    ),3.995
HPhob,1,,A:255(GLN),3850( CB ),_:900(UNK),19(    ),3.699
HPhob,1,,A:255(GLN),3851( CG ),_:900(UNK),19(    ),3.686
HPhob,1,,A:255(GLN),3851( CG ),_:900(UNK),20(    ),3.529
HPhob,1,,A:489(PRO),7491( CB ),_:900(UNK),7(    ),3.943
HPhob,1,,A:489(PRO),7491( CB ),_:900(UNK),11(    ),3.962
HPhob,1,,A:489(PRO),7491( CB ),_:900(UNK),12(    ),3.760
HPhob,1,,A:489(PRO),7492( CG ),_:900(UNK),7(    ),4.025
HPhob,1,,A:489(PRO),7492( CG ),_:900(UNK),11(    ),3.967
HPhob,1,,A:489(PRO),7492( CG ),_:900(UNK),12(    ),3.534
HPhob,1,,A:490(LYS),7504( CB ),_:900(UNK),11(    ),3.780
HPhob,1,,A:493(GLN),7559( CB ),_:900(UNK),19(    ),3.696
HPhob,1,,A:493(GLN),7560( CG ),_:900(UNK),19(    ),3.333
