Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HDonor nc,1,,A:56(LYS),884( HZ3),_:900(UNK),13(    ),2.775
HAccep nn,1,,A:102(ASP),1608( O  ),_:900(UNK),32(    ),2.130
HDonor nn,1,,A:104(ALA),1643( HN ),_:900(UNK),8(    ),2.077
HPhob,1,,A:31(VAL),493( CG2),_:900(UNK),15(    ),3.932
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),2(    ),3.754
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),15(    ),4.091
HPhob,1,,A:54(ALA),846( CB ),_:900(UNK),6(    ),3.831
HPhob,1,,A:83(ILE),1289( CG1),_:900(UNK),3(    ),3.778
HPhob,1,,A:101(PHE),1589( CB ),_:900(UNK),3(    ),3.787
HPhob,1,,A:101(PHE),1590( CG ),_:900(UNK),3(    ),3.692
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),3(    ),3.793
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),4(    ),4.060
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),3(    ),4.099
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),6(    ),3.682
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),19(    ),3.905
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),18(    ),3.206
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),19(    ),3.517
