Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:102(ASP),1608( O  ),_:900(UNK),31(    ),2.141
HDonor nn,1,,A:104(ALA),1643( HN ),_:900(UNK),8(    ),2.095
HPhob,1,,A:31(VAL),493( CG2),_:900(UNK),19(    ),3.949
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),2(    ),3.760
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),19(    ),4.065
HPhob,1,,A:54(ALA),846( CB ),_:900(UNK),6(    ),3.851
HPhob,1,,A:83(ILE),1289( CG1),_:900(UNK),3(    ),3.796
HPhob,1,,A:101(PHE),1589( CB ),_:900(UNK),3(    ),3.844
HPhob,1,,A:101(PHE),1590( CG ),_:900(UNK),3(    ),3.742
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),3(    ),3.836
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),4(    ),4.122
HPhob,1,,A:103(TYR),1624( CE1),_:900(UNK),10(    ),4.089
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),2(    ),4.101
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),3(    ),4.061
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),6(    ),3.687
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),15(    ),3.910
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),12(    ),4.003
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),15(    ),3.532
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),16(    ),3.264
HPhob,1,,A:177(ASP),2767( CB ),_:900(UNK),12(    ),3.635
