Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HDonor nc,1,,A:56(LYS),884( HZ3),_:900(UNK),13(    ),2.825
HAccep nn,1,,A:102(ASP),1608( O  ),_:900(UNK),35(    ),2.150
HDonor nn,1,,A:104(ALA),1643( HN ),_:900(UNK),8(    ),2.092
HPhob,1,,A:31(VAL),493( CG2),_:900(UNK),19(    ),3.960
HPhob,1,,A:36(TYR),565( CD2),_:900(UNK),28(    ),4.019
HPhob,1,,A:36(TYR),566( CE2),_:900(UNK),28(    ),3.725
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),2(    ),3.792
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),19(    ),4.075
HPhob,1,,A:54(ALA),846( CB ),_:900(UNK),6(    ),3.874
HPhob,1,,A:83(ILE),1289( CG1),_:900(UNK),3(    ),3.800
HPhob,1,,A:101(PHE),1589( CB ),_:900(UNK),3(    ),3.820
HPhob,1,,A:101(PHE),1590( CG ),_:900(UNK),3(    ),3.722
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),3(    ),3.815
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),4(    ),4.087
HPhob,1,,A:103(TYR),1624( CE1),_:900(UNK),10(    ),4.101
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),2(    ),4.083
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),3(    ),4.083
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),6(    ),3.668
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),15(    ),3.906
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),15(    ),3.528
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),16(    ),3.253
HPhob,1,,A:177(ASP),2767( CB ),_:900(UNK),28(    ),3.911
