Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HDonor nc,1,,A:56(LYS),884( HZ3),_:900(UNK),14(    ),2.819
HAccep nn,1,,A:102(ASP),1608( O  ),_:900(UNK),30(    ),2.149
HDonor nn,1,,A:104(ALA),1643( HN ),_:900(UNK),8(    ),2.093
HPhob,1,,A:31(VAL),493( CG2),_:900(UNK),20(    ),3.961
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),2(    ),3.775
HPhob,1,,A:39(VAL),589( CG1),_:900(UNK),20(    ),4.077
HPhob,1,,A:54(ALA),846( CB ),_:900(UNK),6(    ),3.865
HPhob,1,,A:83(ILE),1289( CG1),_:900(UNK),3(    ),3.799
HPhob,1,,A:101(PHE),1589( CB ),_:900(UNK),3(    ),3.808
HPhob,1,,A:101(PHE),1590( CG ),_:900(UNK),3(    ),3.712
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),3(    ),3.805
HPhob,1,,A:101(PHE),1594( CD2),_:900(UNK),4(    ),4.074
HPhob,1,,A:103(TYR),1624( CE1),_:900(UNK),10(    ),4.101
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),2(    ),4.100
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),3(    ),4.093
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),6(    ),3.679
HPhob,1,,A:162(LEU),2537( CD1),_:900(UNK),16(    ),3.902
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),16(    ),3.525
HPhob,1,,A:162(LEU),2538( CD2),_:900(UNK),17(    ),3.249
