Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:82(GLY),1166( O  ),_:900(UNK),26(    ),2.007
HDonor nn,1,,A:82(GLY),1167( HN ),_:900(UNK),10(    ),1.984
PiFace,1,,A:121(TYR),1713( CG ),_:900(UNK),2(    ),3.682
HPhob,1,,A:84(PRO),1188( CG ),_:900(UNK),20(    ),3.282
HPhob,1,,A:85(PHE),1204( CZ ),_:900(UNK),20(    ),3.744
HPhob,1,,A:85(PHE),1205( CD2),_:900(UNK),20(    ),3.673
HPhob,1,,A:85(PHE),1205( CD2),_:900(UNK),21(    ),4.029
HPhob,1,,A:85(PHE),1206( CE2),_:900(UNK),20(    ),3.112
HPhob,1,,A:85(PHE),1206( CE2),_:900(UNK),21(    ),3.506
HPhob,1,,A:100(TYR),1412( CB ),_:900(UNK),16(    ),3.287
HPhob,1,,A:100(TYR),1412( CB ),_:900(UNK),17(    ),3.237
HPhob,1,,A:100(TYR),1413( CG ),_:900(UNK),16(    ),3.451
HPhob,1,,A:100(TYR),1413( CG ),_:900(UNK),17(    ),3.311
HPhob,1,,A:100(TYR),1414( CD1),_:900(UNK),16(    ),3.715
HPhob,1,,A:100(TYR),1414( CD1),_:900(UNK),17(    ),3.978
HPhob,1,,A:100(TYR),1418( CD2),_:900(UNK),17(    ),3.527
HPhob,1,,A:110(TYR),1546( CB ),_:900(UNK),1(    ),3.406
HPhob,1,,A:110(TYR),1546( CB ),_:900(UNK),3(    ),3.924
HPhob,1,,A:110(TYR),1546( CB ),_:900(UNK),4(    ),3.659
HPhob,1,,A:110(TYR),1547( CG ),_:900(UNK),1(    ),3.762
HPhob,1,,A:110(TYR),1552( CD2),_:900(UNK),1(    ),3.504
HPhob,1,,A:110(TYR),1552( CD2),_:900(UNK),3(    ),3.788
HPhob,1,,A:112(ALA),1587( CB ),_:900(UNK),6(    ),3.638
HPhob,1,,A:112(ALA),1587( CB ),_:900(UNK),7(    ),3.775
HPhob,1,,A:117(LYS),1649( CG ),_:900(UNK),6(    ),3.826
HPhob,1,,A:121(TYR),1712( CB ),_:900(UNK),12(    ),3.773
HPhob,1,,A:121(TYR),1712( CB ),_:900(UNK),13(    ),3.840
HPhob,1,,A:121(TYR),1713( CG ),_:900(UNK),12(    ),3.641
HPhob,1,,A:121(TYR),1713( CG ),_:900(UNK),17(    ),4.073
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),12(    ),3.423
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),16(    ),4.110
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),17(    ),3.347
HPhob,1,,A:121(TYR),1715( CE1),_:900(UNK),17(    ),3.792
HPhob,1,,A:121(TYR),1718( CD2),_:900(UNK),4(    ),3.754
HPhob,1,,A:121(TYR),1719( CE2),_:900(UNK),1(    ),3.589
HPhob,1,,A:121(TYR),1719( CE2),_:900(UNK),4(    ),3.923
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),15(    ),4.097
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),16(    ),3.422
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),17(    ),4.086
HPhob,1,,A:125(ILE),1780( CD ),_:900(UNK),16(    ),3.767
