Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:82(GLY),1166( O  ),_:900(UNK),26(    ),2.049
HDonor nn,1,,A:82(GLY),1167( HN ),_:900(UNK),10(    ),2.005
PiFace,1,,A:121(TYR),1713( CG ),_:900(UNK),1(    ),4.390
PiFace,1,,A:121(TYR),1713( CG ),_:900(UNK),2(    ),3.693
HPhob,1,,A:84(PRO),1188( CG ),_:900(UNK),20(    ),3.253
HPhob,1,,A:85(PHE),1204( CZ ),_:900(UNK),20(    ),3.822
HPhob,1,,A:85(PHE),1205( CD2),_:900(UNK),20(    ),3.754
HPhob,1,,A:85(PHE),1205( CD2),_:900(UNK),21(    ),3.983
HPhob,1,,A:85(PHE),1206( CE2),_:900(UNK),20(    ),3.203
HPhob,1,,A:85(PHE),1206( CE2),_:900(UNK),21(    ),3.449
HPhob,1,,A:100(TYR),1412( CB ),_:900(UNK),13(    ),3.358
HPhob,1,,A:100(TYR),1412( CB ),_:900(UNK),14(    ),3.397
HPhob,1,,A:100(TYR),1413( CG ),_:900(UNK),13(    ),3.390
HPhob,1,,A:100(TYR),1413( CG ),_:900(UNK),14(    ),3.521
HPhob,1,,A:100(TYR),1414( CD1),_:900(UNK),13(    ),4.026
HPhob,1,,A:100(TYR),1414( CD1),_:900(UNK),14(    ),3.762
HPhob,1,,A:100(TYR),1418( CD2),_:900(UNK),13(    ),3.586
HPhob,1,,A:110(TYR),1546( CB ),_:900(UNK),1(    ),3.621
HPhob,1,,A:110(TYR),1546( CB ),_:900(UNK),4(    ),3.686
HPhob,1,,A:110(TYR),1547( CG ),_:900(UNK),1(    ),4.012
HPhob,1,,A:110(TYR),1552( CD2),_:900(UNK),1(    ),3.757
HPhob,1,,A:110(TYR),1552( CD2),_:900(UNK),3(    ),4.030
HPhob,1,,A:112(ALA),1587( CB ),_:900(UNK),6(    ),3.562
HPhob,1,,A:117(LYS),1649( CG ),_:900(UNK),3(    ),4.067
HPhob,1,,A:117(LYS),1649( CG ),_:900(UNK),6(    ),3.735
HPhob,1,,A:121(TYR),1712( CB ),_:900(UNK),12(    ),3.750
HPhob,1,,A:121(TYR),1712( CB ),_:900(UNK),17(    ),3.939
HPhob,1,,A:121(TYR),1713( CG ),_:900(UNK),12(    ),3.622
HPhob,1,,A:121(TYR),1713( CG ),_:900(UNK),13(    ),3.957
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),12(    ),3.408
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),13(    ),3.220
HPhob,1,,A:121(TYR),1714( CD1),_:900(UNK),14(    ),4.014
HPhob,1,,A:121(TYR),1715( CE1),_:900(UNK),13(    ),3.689
HPhob,1,,A:121(TYR),1718( CD2),_:900(UNK),1(    ),4.007
HPhob,1,,A:121(TYR),1718( CD2),_:900(UNK),4(    ),3.768
HPhob,1,,A:121(TYR),1719( CE2),_:900(UNK),1(    ),3.358
HPhob,1,,A:121(TYR),1719( CE2),_:900(UNK),3(    ),4.046
HPhob,1,,A:121(TYR),1719( CE2),_:900(UNK),4(    ),3.961
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),13(    ),4.008
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),14(    ),3.332
HPhob,1,,A:125(ILE),1779( CG1),_:900(UNK),15(    ),4.102
HPhob,1,,A:125(ILE),1780( CD ),_:900(UNK),14(    ),3.718
