spearman,pearson,rmse_ic50
0.5347909409078337,0.5881774662503134,0.7771842308376603
0.5531110734416659,0.6094911665574746,0.4796535705133355
0.5403588292858028,0.6205151778416237,0.4907554106037159
0.5699272195812656,0.624869186522385,0.6826210514578632
0.5379765419160262,0.6109285815836442,0.9973130651630604
0.5507287860718892,0.6422998784071183,0.9366737819779176
0.5341180239274936,0.5939155520012894,0.5751762709463024
0.5429452630427696,0.6060690844786415,0.6382583446765329
0.5465630685378804,0.6125958690692844,0.5485235055791368
0.5385370801206795,0.5968097701569463,0.946009163898257
