spearman,pearson,rmse_ic50
0.6110294817500406,0.6013651911677973,0.6307779053235102
0.6336884403605809,0.6374451137637419,1.0188162453941123
0.6184137742837779,0.644631143721575,1.0210569234845566
0.6350897858722142,0.6245324312555216,0.6230306590415361
0.6117302036327814,0.6248854262480151,0.5223299670363605
0.6277147815307375,0.6320683802150169,0.5806958879165082
0.6108893373734924,0.6246700838522621,0.4974494352933627
0.6261211745977611,0.6231872309735882,0.5447038009302004
0.6265855075468879,0.611956158660406,0.942102452292713
0.6135631759649776,0.6062848474391795,0.5606148843844783
