Type,Ligand,Title,LigResidue,LigAtom,RecResidue,RecAtom,Dist
HAccep nn,1,,A:102(GLU),1550( O  ),_:900(UNK),61(    ),2.281
HAccep cn,1,,A:105(ARG),1587( O  ),_:900(UNK),66(    ),2.754
HPhob,1,,A:102(GLU),1551( CB ),_:900(UNK),24(    ),2.868
HPhob,1,,A:102(GLU),1551( CB ),_:900(UNK),25(    ),3.519
HPhob,1,,A:102(GLU),1552( CG ),_:900(UNK),24(    ),3.818
HPhob,1,,A:105(ARG),1589( CG ),_:900(UNK),19(    ),4.058
HPhob,1,,A:105(ARG),1589( CG ),_:900(UNK),20(    ),3.621
HPhob,1,,A:119(ALA),1815( CB ),_:900(UNK),18(    ),4.096
HPhob,1,,A:119(ALA),1815( CB ),_:900(UNK),19(    ),3.092
HPhob,1,,A:119(ALA),1815( CB ),_:900(UNK),20(    ),2.800
HPhob,1,,A:119(ALA),1815( CB ),_:900(UNK),21(    ),3.657
HPhob,1,,A:122(ILE),1852( CG2),_:900(UNK),24(    ),3.649
HPhob,1,,A:122(ILE),1852( CG2),_:900(UNK),25(    ),3.760
HPhob,1,,A:123(PRO),1871( CB ),_:900(UNK),17(    ),3.543
HPhob,1,,A:123(PRO),1871( CB ),_:900(UNK),18(    ),3.493
HPhob,1,,A:123(PRO),1872( CG ),_:900(UNK),16(    ),3.988
HPhob,1,,A:123(PRO),1872( CG ),_:900(UNK),17(    ),3.738
HPhob,1,,A:123(PRO),1872( CG ),_:900(UNK),18(    ),3.873
HPhob,1,,A:197(TYR),3047( CD1),_:900(UNK),17(    ),3.831
HPhob,1,,A:197(TYR),3047( CD1),_:900(UNK),18(    ),3.870
HPhob,1,,A:197(TYR),3048( CE1),_:900(UNK),13(    ),3.432
HPhob,1,,A:197(TYR),3048( CE1),_:900(UNK),17(    ),3.767
HPhob,1,,A:197(TYR),3048( CE1),_:900(UNK),18(    ),3.926
HPhob,1,,A:200(LEU),3102( CB ),_:900(UNK),14(    ),4.025
HPhob,1,,A:200(LEU),3102( CB ),_:900(UNK),31(    ),3.936
HPhob,1,,A:200(LEU),3102( CB ),_:900(UNK),32(    ),3.730
HPhob,1,,A:200(LEU),3104( CD1),_:900(UNK),24(    ),4.099
HPhob,1,,A:200(LEU),3105( CD2),_:900(UNK),24(    ),3.763
HPhob,1,,A:200(LEU),3105( CD2),_:900(UNK),25(    ),3.514
HPhob,1,,A:200(LEU),3105( CD2),_:900(UNK),26(    ),3.770
